step,train/vllm/spec_acceptance_length,train/vllm/spec_acceptance_rate,train/draft_loss,validation/accuracy,train/approx_entropy,train/gen_kl_error,train/reward,train/turns_per_sample/mean,train/math_code_harbor_agent/num_tool_calls/mean,train/math_code_harbor_agent/generated_tokens/mean,train/math_code_harbor_agent/model_generation_sec/mean,train/mean_gen_tokens_per_sample,validation/timing/rollout/total,timing/train/total_step_time,timing/train/exposed_generation,performance/generation_tokens_per_sec
54,,,,,0.33712478674806334,0.0014528021912809663,0.8278319835662842,5.3447265625,4.37109375,6398.791015625,80.939544921875,6398.791015625,,382.54251953802304,61.97189625698957,19392.446098389653
55,,,,,0.3427093120249083,0.001486040064115457,0.7950195074081421,5.205078125,4.236328125,6231.0986328125,79.833701171875,6231.0986328125,,421.71856432099594,53.1118035359832,19788.938886905835
56,,,,,0.35215752647309273,0.001557742519150196,0.8205077648162842,4.580078125,3.5908203125,6292.138671875,82.572373046875,6292.138671875,,307.27023905402166,2.406983938999474,23415.752761286883
57,,,,,0.33910425038857284,0.0015275027051746548,0.7473632097244263,5.0947265625,4.1083984375,6164.677734375,79.0977578125,6164.677734375,,402.49167920599575,90.95436333699035,17747.107159655858
58,,,,,0.3388127132093359,0.0015169764726969959,0.8245116472244263,5.0791015625,4.09375,6592.35546875,85.5953876953125,6592.35546875,,391.8827034730057,60.348079142015195,19483.065526150116
59,,,,,0.3437562604322011,0.001576324887441416,0.7960937023162842,5.41015625,4.4228515625,6620.763671875,85.46141015625,6620.763671875,,400.5673407779832,70.11212873397744,19134.971640384843
60,,,,0.7666666507720947,0.33071498498384244,0.001537409950387314,0.8482421636581421,5.384765625,4.421875,6884.3212890625,92.415771484375,6884.3212890625,212.39413647400215,687.2656336880173,65.96304481796687,19441.193407521518
61,,,,,0.34743995244730286,0.0016376616464910398,0.7640625238418579,5.7109375,4.755859375,6544.0654296875,84.1011689453125,6544.0654296875,,481.2557596230181,123.49549808102893,15709.645096056098
62,,,,,0.341682136813688,0.0014184002940815787,0.7705078125,6.142578125,5.1875,7309.775390625,99.5456328125,7309.775390625,,433.1957577110152,64.52352514001541,19437.268603712084
63,,,,,0.3567330458931792,0.0014748236846102714,0.7294921875,5.955078125,4.9951171875,7386.33203125,97.850783203125,7386.33203125,,399.08042212500004,28.688351167016663,21317.76354606366
64,,,,,0.34013228872470336,0.0014729173617986646,0.7920898199081421,6.0546875,5.0947265625,6673.65234375,87.9297666015625,6673.65234375,,401.5397928780294,65.2166301929974,19162.457786612555
65,,,,,0.3390687312339651,0.0014703231676520545,0.828417956829071,6.4892578125,5.5400390625,6999.9951171875,95.1589287109375,6999.9951171875,,449.3792422200204,20.40067399397958,21190.778154357646
66,,,,,0.3454273428342276,0.0015280096924783493,0.8023437261581421,6.076171875,5.1044921875,6842.197265625,92.2628486328125,6842.197265625,,378.9979315850069,29.913774247979745,20839.64232450592
67,,,,,0.3546698391692189,0.0015517185270610412,0.7522460222244263,6.71875,5.7890625,7452.2548828125,101.487091796875,7452.2548828125,,432.0915549150086,48.84122461505467,19863.600283174706
68,,,,,0.3109246822602927,0.0014163305465118015,0.8249999284744263,6.75,5.8095703125,7419.0283203125,97.5876533203125,7419.0283203125,,394.98646992095746,26.03621911496157,21610.542204062673
69,,,,,0.3628980083994975,0.001640822740831993,0.7762695550918579,6.2822265625,5.3056640625,6580.802734375,86.69788183593751,6580.802734375,,462.17717589100357,121.24343758402392,16666.937421998817
70,,,,0.768750011920929,0.33766592081678937,0.0015252549157587225,0.7932617664337158,7.0380859375,6.1259765625,7242.9345703125,98.93126953125,7242.9345703125,210.0651504700072,656.6556576570147,14.839370291971136,21899.664591957404
71,,,,,0.324009941760778,0.001517954280103595,0.8449218273162842,6.1083984375,5.13671875,6725.9072265625,90.7371884765625,6725.9072265625,,381.6142533769598,39.39310650998959,20576.425381159817
72,,,,,0.35501356845179544,0.0014866034607550205,0.7962890863418579,6.2890625,5.3212890625,7421.5234375,97.9413701171875,7421.5234375,,380.67768311995314,3.1306187080335803,22568.959809691805
73,,,,,0.33904079642616125,0.0014686891776598543,0.7948241829872131,6.0517578125,5.0751953125,6349.314453125,79.9874638671875,6349.314453125,,413.9630680530099,88.72649586794432,17827.78448932141
