step,train/vllm/spec_acceptance_length,train/vllm/spec_acceptance_rate,train/draft_loss,validation/accuracy,train/approx_entropy,train/gen_kl_error,train/reward,train/turns_per_sample/mean,train/math_code_harbor_agent/num_tool_calls/mean,train/math_code_harbor_agent/generated_tokens/mean,train/math_code_harbor_agent/model_generation_sec/mean,train/math_code_harbor_agent/num_model_calls/mean,train/vllm/request_decode_time_mean_s,train/vllm/request_prefill_time_mean_s,train/vllm/request_queue_time_mean_s,train/mean_gen_tokens_per_sample,validation/timing/rollout/total,timing/train/total_step_time,timing/train/exposed_generation,performance/generation_tokens_per_sec
10,2.364282425732368,0.4547608085774559,0.7101734219468199,0.637499988079071,0.29071482787230707,0.0012046257889792855,0.713085949420929,1.2978515625,0.2978515625,6883.390625,47.77755078125,1.2978515625,35.245080724082534,0.04466649746055557,4.875313119334187e-06,6883.390625,115.05854051792994,1060.0077556350734,0.781127167865634,9035.69785783703
11,2.1759440642232333,0.3919813547410777,0.6444246180890332,,0.27954291857258795,0.0011677463985391157,0.6832031607627869,1.2529296875,0.2529296875,6813.6416015625,44.586376953125,1.2529296875,31.707489526707015,0.06901708444845206,1.0833664542217976e-05,6813.6416015625,,818.6382610341534,0.7311221640557051,9080.012149212245
12,2.2760810289960878,0.425360342998696,0.7670816220452252,,0.31579651361926153,0.0012606087477031735,0.6255859732627869,1.2705078125,0.2705078125,6044.2734375,40.0819287109375,1.2705078125,30.97405392276253,0.04641283580899798,5.8980730637110915e-06,6044.2734375,,837.3478554161265,1.98134296387434,7934.662820485006
13,2.307395171668065,0.43579839055602176,0.7431076900993503,,0.30524668544876477,0.0012498066669444086,0.6849609613418579,1.287109375,0.2880859375,6062.5419921875,40.32788671875,1.287109375,38.68572505521719,0.0394313357561942,4.627506058789461e-06,6062.5419921875,,879.7887861509807,0.8162405861075968,8094.478032392456
14,2.3711124596536592,0.4570374865512197,0.7069117811424803,,0.3027356253242033,0.001222245687806378,0.6478515863418579,1.23828125,0.23828125,7017.5087890625,48.353373046875,1.23828125,31.734557381885086,0.10640270880054764,5.279355751171449e-06,7017.5087890625,,855.0473101269454,0.7479424651246518,8946.649221653273
15,2.305186202689246,0.4350623566849563,0.6617090717336396,,0.28603593781281234,0.0011477811674964755,0.6901366710662842,1.2900390625,0.2900390625,6582.59375,41.4183896484375,1.2900390625,36.443007486949334,0.04559331012722197,7.060898043637059e-06,6582.59375,,896.9114550771192,1.4881055890582502,8653.375993925434
16,2.2506118535155433,0.4168706178385144,0.7095371066898224,,0.30827802062503906,0.001237061718967425,0.6343749761581421,1.28515625,0.28515625,7007.5830078125,47.267750976562496,1.28515625,29.856127227804194,0.04351914512702758,4.9665391374935735e-06,7007.5830078125,,853.8301380418707,0.7270332891494036,8950.76014977755
17,2.406987934825611,0.46899597827520373,0.6665015171820414,,0.2997218812644178,0.0012440688844330694,0.7798827886581421,1.333984375,0.333984375,6273.744140625,40.236920898437496,1.333984375,31.853338996009825,0.039753398051796576,4.800124869275382e-06,6273.744140625,,845.0233207358979,0.7279153880663216,8179.947618502392
18,2.4227765573340516,0.4742591577761136,0.6236885800626624,,0.27520162326982245,0.0011224407404242243,0.693359375,1.2685546875,0.2685546875,6534.7578125,40.79669140625,1.2685546875,29.934914089969617,0.03955231928374918,4.788468142371608e-06,6534.7578125,,836.0333770220168,0.7405868659261614,8546.810619351747
19,2.416504015626588,0.4721680052088626,0.6570256441846141,,0.30878106139607553,0.0012731476715046597,0.65576171875,1.322265625,0.322265625,6332.583984375,40.0076865234375,1.322265625,28.51050237577228,0.052666485443582024,5.514645373972391e-06,6332.583984375,,847.4714361079969,1.1873108088038862,8197.113082207421
20,2.359425777603846,0.4531419258679486,0.6439990421476978,0.6625000238418579,0.28299172317565535,0.0012130214013552632,0.717578113079071,1.3720703125,0.3720703125,6366.638671875,39.5487802734375,1.3720703125,33.97409007112119,0.04170999695206535,4.9492707675681e-06,6366.638671875,116.24651262396947,1053.6896722069941,0.7493548518978059,8481.091074793725
21,2.2490088733507516,0.4163372558428125,0.6752714664362429,,0.30449608731578337,0.001308596848623722,0.749218761920929,1.412109375,0.412109375,7267.5234375,48.4583330078125,1.412109375,31.599685892693607,0.06713361762354052,7.286522262763206e-06,7267.5234375,,838.9646728639491,0.7652782192453742,9435.323008137473
22,2.3812574838066407,0.4604192624081569,0.6788596401074756,,0.3038044667241593,0.0012154098020857873,0.639941394329071,1.3994140625,0.3994140625,7012.837890625,45.831439453125,1.3994140625,29.497699329003872,0.04443987290246755,4.951293793577938e-06,7012.837890625,,847.7051652171649,1.5545403179712594,9024.908904112997
23,2.379110669374703,0.4597038668541947,0.6805281833094341,,0.3020806815079595,0.0012689521605793175,0.6922851800918579,1.5751953125,0.580078125,7073.4501953125,46.9713232421875,1.5751953125,32.67409291609064,0.041574465186945436,5.028631662117133e-06,7073.4501953125,,850.9192496459,0.8521629427559674,9122.158061551516
24,2.373060950814738,0.457687510892297,0.6576336242305842,,0.29510483096419193,0.0012460863520225018,0.726757824420929,1.4306640625,0.4306640625,7097.599609375,47.2379658203125,1.4306640625,34.7792997292414,0.04159912928889264,4.7162179090333e-06,7097.599609375,,848.464285020018,1.5872112370561808,9151.42867651421
25,2.39179129935935,0.4639304331197834,0.6604061312027625,,0.293168733442144,0.001267406573877139,0.7029297351837158,1.453125,0.455078125,7620.095703125,51.051728515625,1.4541015625,31.140588245654424,0.0393025915250805,4.8761161809692924e-06,7620.095703125,,913.0700827129185,0.797825800254941,9676.72040242793
26,2.286776480963793,0.42892591210522596,0.6577121752234234,,0.29885858619923056,0.001308621797846854,0.6903320550918579,1.4091796875,0.4091796875,6928.8701171875,44.346919921875,1.4091796875,32.89399290668226,0.04213495152006524,4.7459614874233036e-06,6928.8701171875,,836.3013805269729,0.780309533001855,9054.438325035786
27,2.3877220377498354,0.4625740125832784,0.6255520008717212,,0.2810671933652884,0.001306913063658044,0.674609363079071,1.56640625,0.56640625,7743.337890625,52.0738828125,1.56640625,33.453083619770084,0.04210446158886459,4.741166575131523e-06,7743.337890625,,910.661921354942,0.8784188141580671,9891.770575699366
28,2.399111804398617,0.46637078073932786,0.6517673328344245,,0.29407592603820376,0.0014060324558329285,0.6658203601837158,1.623046875,0.623046875,7937.4541015625,54.896544921875,1.623046875,20.007971891129724,0.057308225024551324,4.497976630432512e-06,7937.4541015625,,846.0247970959172,0.8695598319172859,10200.75067374349
29,2.3780406168338875,0.4593475372374251,0.6811813920494387,,0.30072095056084436,0.0012723938367820153,0.750683605670929,1.94140625,0.94140625,6277.9443359375,38.9419580078125,1.94140625,24.141828601718892,0.045979429108753744,4.503078149154497e-06,6277.9443359375,,833.584933985956,0.985368933994323,8308.525199089225
30,2.3301509533977525,0.4433837837676139,0.66932922889373,0.7395833134651184,0.2923345168189826,0.0012458427742014777,0.6686522960662842,2.142578125,1.1533203125,7669.8349609375,52.3841572265625,2.142578125,27.961108935652923,0.04316221580130206,4.6369454702320654e-06,7669.8349609375,137.02219919790514,1076.575736396946,1.1003842577338219,9975.562796387194
31,2.292801914488444,0.4309354044210678,0.7033773172806832,,0.3090426301696425,0.0013588195968381456,0.7067382335662842,1.9599609375,0.9677734375,7853.4423828125,55.4408974609375,1.9599609375,18.237788103976175,0.05958441576749888,8.750030876483855e-05,7853.4423828125,,857.0198722390924,0.9960922938771546,9988.67369809103
32,2.4339864509953286,0.47799613708506555,0.6691203231839609,,0.28969060983081363,0.0012602955616500822,0.6678711175918579,2.4052734375,1.40625,6456.6748046875,41.7681484375,2.4052734375,20.207887182045862,0.04273737822572894,4.6294013317232255e-06,6456.6748046875,,845.1810794270132,2.0888896400574595,8483.427005980464
33,2.3917624225621634,0.4639220233794385,0.6560873327271111,,0.29284558214521894,0.0013260900128031494,0.7127929329872131,2.2626953125,1.2626953125,6954.638671875,46.3843447265625,2.2626953125,24.233010979814924,0.04487019976835156,4.649488011473446e-06,6954.638671875,,850.1250634628814,1.1945755239576101,9017.665973000661
34,2.4563638403566754,0.4854549238008507,0.6811017589893709,,0.29878128633060896,0.0013255314980726851,0.6792968511581421,2.2373046875,1.2392578125,7776.720703125,54.932763671875,2.2373046875,20.748033961183054,0.05677879590132623,4.903114791014483e-06,7776.720703125,,860.0251087280922,1.2104865650180727,9899.722184023412
35,2.4425727595419806,0.48085805205893406,0.6333669997939069,,0.2829255951137384,0.0014249750462766997,0.7897460460662842,2.38671875,1.3896484375,7503.9853515625,50.39443359375,2.38671875,18.31133312171926,0.04561118220966544,2.8597230941871052e-05,7503.9853515625,,915.4271544881631,1.2796962729189545,9607.138991745267
36,2.266875363638101,0.42229328947807054,0.6658480181940831,,0.2960673384338861,0.001663597213138246,0.7763671875,2.2529296875,1.2529296875,6569.2744140625,41.9379580078125,2.2529296875,21.096147106943437,0.04404770529809829,4.565767083830357e-06,6569.2744140625,,839.175928369863,1.2032868310343474,8702.536316629506
37,2.402896116080419,0.4676332637682944,0.7069606933164323,,0.30735166329486674,0.0017787296117788287,0.7027343511581421,2.423828125,1.4267578125,7450.55078125,51.890828125,2.423828125,20.29825143074688,0.042975977814719735,6.015403262404943e-06,7450.55078125,,854.8147266129963,1.8172848119866103,9612.185554190117
38,2.4091974378153362,0.4697336226070339,0.6794718996179654,,0.2973647000862911,0.0019820617517609662,0.758105456829071,2.3359375,1.337890625,7282.7783203125,48.1194248046875,2.3359375,20.481390768050833,0.04483384283512048,4.621021538476747e-06,7282.7783203125,,856.0552568729036,1.4862345720175654,9385.327616426317
39,2.3620802831610783,0.4540331915167884,0.6832270723643887,,0.30159061763379214,0.00220162156921333,0.72216796875,2.4345703125,1.4345703125,7472.8115234375,50.6609833984375,2.4345703125,21.06273514745835,0.04624546155242702,5.348944705827762e-05,7472.8115234375,,862.1634292171802,1.2505114420782775,9525.396100139063
40,2.3406265787965244,0.4468776839978447,0.6978388288071073,0.731249988079071,0.2884096109685288,0.0023021122106854364,0.724609375,2.513671875,1.515625,7712.3525390625,53.7369775390625,2.5146484375,20.337931125843472,0.04321283564202214,4.5530385243783305e-06,7712.3525390625,141.14325072593056,1124.5212544240057,1.3056618850678205,9855.672487509903
41,2.3934270748592854,0.46448064597538224,0.7157820888314745,,0.303074403683695,0.002682144968488842,0.7454102039337158,2.6611328125,1.6630859375,8066.58203125,54.9513701171875,2.6611328125,15.502481061042147,0.05401175151402829,2.4956605320129128e-05,8066.58203125,,856.1504698029603,0.8521608520532027,10346.495556466682
42,2.3358871707373563,0.4453014976609303,0.7418015920657126,,0.3042290939280292,0.0013665889036742485,0.7666991949081421,3.06640625,2.0712890625,7251.3203125,48.32726171875,3.0673828125,16.126193253574733,0.044889767524228366,2.112211750193625e-05,7251.3203125,,837.8777844699798,1.4950690009864047,9609.466018262545
43,2.4257850193042403,0.4752643549872781,0.7672081132068342,,0.30301114131748363,0.0013667854619257014,0.6599609851837158,3.361328125,2.3681640625,7766.28515625,55.153171875,3.361328125,11.776901009467736,0.0435034026887516,4.728374330968153e-06,7766.28515625,,849.4966575930011,2.0545073530520312,10118.700035880578
44,2.4074984655914378,0.4691699506499731,0.7036563876845321,,0.2870848676670903,0.00139557069104157,0.763476550579071,3.7529296875,2.76953125,6846.087890625,45.286365234375,3.7529296875,12.965043884071783,0.045042638159904065,4.718640757815373e-06,6846.087890625,,840.4560753100086,2.982527692045551,9141.311092849819
45,2.3366188224838726,0.4455444000276662,0.7030323532853799,,0.2910475002329349,0.0014459111083189313,0.66796875,3.408203125,2.41796875,6789.048828125,45.1871904296875,3.41015625,13.709723011291677,0.04579602924072953,5.141691892404398e-06,6789.048828125,,901.8766414080164,1.6255964090232737,9072.006177721596
46,2.3473914245092984,0.449133034166726,0.7334666173010191,,0.3026426139463183,0.0014943604976949132,0.7464843392372131,3.705078125,2.71484375,7314.3701171875,51.870486328125,3.705078125,11.074204817210981,0.04431465428812468,4.70338060646706e-06,7314.3701171875,,856.6814415680128,3.0415742940385826,9537.31672250301
47,2.4153495746312608,0.4717868853606407,0.6493781598856003,,0.26753693681757795,0.001451062251430102,0.75390625,3.75,2.751953125,6501.47265625,42.58728515625,3.75,12.302619850315,0.043626268840498666,2.1265507910390748e-05,6501.47265625,,843.1307374979951,1.8078790420549922,8729.206478186634
48,2.4429524005339136,0.4809862564531112,0.6798306439504813,,0.2914987325166294,0.001511266042260928,0.754199206829071,3.681640625,2.69140625,6918.740234375,46.30625,3.681640625,10.824073592245146,0.045735481095131765,4.773257964310694e-06,6918.740234375,,852.7959493750241,3.0380858299904503,9116.98010259216
49,2.4268752545273653,0.47562957992492555,0.6747765808468102,,0.29146525060468775,0.0015946812971598945,0.7852538824081421,3.8623046875,2.869140625,6556.8583984375,42.9784658203125,3.8623046875,13.082352131910557,0.04653760303643424,4.711609015844538e-06,6556.8583984375,,849.8918636720045,2.3846443259972148,8699.360632648182
50,2.4072470172626477,0.46908780767311087,0.6805983211379498,0.7854166626930237,0.2926939413746368,0.0015744694653534452,0.7705078125,3.8564453125,2.865234375,7446.3564453125,51.643951171875,3.857421875,11.199546221768646,0.044579865736459647,1.9398999321402622e-05,7446.3564453125,148.00294009404024,1149.5354961249977,1.9069828820065595,9721.563637685811
51,2.365785606326062,0.4552645143069992,0.6877228607027064,,0.2839226789874374,0.0016043902336804194,0.8236327767372131,4.2578125,3.2734375,7243.1884765625,49.0126748046875,4.2587890625,11.548512599561708,0.06090572624406681,0.00022671456254112678,7243.1884765625,,846.6224300410249,3.8652815189561807,9600.742191485631
52,2.459113154543564,0.486373860826451,0.6763384646137638,,0.30122166042610843,0.0014240937845499957,0.8296874761581421,4.0126953125,3.0166015625,7397.3193359375,49.376841796875,4.0126953125,10.87264451121444,0.045901973016834616,8.998786039936539e-05,7397.3193359375,,862.0936768669635,1.9446317860274576,9557.8181695697
53,2.40586027855299,0.46862336367243196,0.6608741331820056,,0.28950893618184637,0.001359835445590818,0.7603515386581421,4.2470703125,3.2509765625,7125.8056640625,47.5019033203125,4.248046875,11.609332598353875,0.045299803217945994,4.7253099227890354e-06,7125.8056640625,,913.8571110460325,2.0410943320021033,9431.003364925356
54,2.422893185242647,0.4743005363091473,0.6812465309230902,,0.2899452040910546,0.0013935883086695355,0.816699206829071,4.259765625,3.26953125,7436.521484375,50.746890625,4.2607421875,10.00422442212459,0.05191094648478062,4.579323379441372e-06,7436.521484375,,851.6681139029097,1.2678835198748857,9816.77458239473
55,2.339297263155962,0.446438247852554,0.6758974172807939,,0.2935184794644101,0.001376152636661132,0.7541015148162842,4.943359375,3.986328125,7456.8740234375,50.85399609375,4.943359375,12.07350859965399,0.04702848821739991,4.891749412145241e-06,7456.8740234375,,917.1592145259492,3.6294943909160793,9965.15387091608
56,2.27443564729277,0.4248176225926738,0.7211423483295221,,0.3098739253032363,0.0014256668893892765,0.8053710460662842,5.0322265625,4.0517578125,8561.6572265625,62.3469267578125,5.0322265625,11.697092522731538,0.04976335646775426,1.7392231384510946e-05,8561.6572265625,,865.8596853110939,2.6430856571532786,10992.003174400981
57,2.393856263553058,0.46462231167236584,0.6897085906311986,,0.29766988935284644,0.0013949145969700538,0.773730456829071,5.1982421875,4.220703125,8567.236328125,62.497798828125,5.1982421875,10.806339733879879,0.045754988582345585,2.91700218269785e-05,8567.236328125,,867.8925873329863,3.434932060074061,11047.821915760816
58,2.3855767292662056,0.4618692682434052,0.6910501867860148,,0.29979113117769884,0.0014466022030497072,0.8263671398162842,4.935546875,3.9609375,7835.982421875,54.881037109375,4.9375,11.681322859495207,0.04898811320420928,5.546230113166631e-05,7835.982421875,,867.3035469041206,4.576115207048133,10167.934529897688
59,2.374651523084106,0.45822460754431893,0.6895975348033971,,0.29352779470445967,0.0014026118635683815,0.7654296159744263,5.0400390625,4.060546875,8285.08203125,60.5494638671875,5.0419921875,12.27068003706275,0.04736063129791658,9.900476913826281e-05,8285.08203125,,869.9733130070381,2.462999942013994,10661.092238379199
60,2.426887202470856,0.47563327029416885,0.696836667790194,0.8104166388511658,0.3001364969468341,0.0014788039579300971,0.728808581829071,4.990234375,4.009765625,8721.673828125,62.878080078125,4.990234375,9.784628505167762,0.04596243581389191,5.138019893864217e-06,8721.673828125,161.50622033909895,1128.7504111961462,2.5834677719976753,11229.720094812406
61,2.368037153565564,0.45601625879246543,0.665047444575066,,0.28868883915231436,0.0015039202618911673,0.803515613079071,5.4189453125,4.44921875,7798.36328125,54.8008564453125,5.4189453125,9.143448343063156,0.05029510820156293,7.896522933115884e-05,7798.36328125,,856.094187190989,3.983027954818681,10227.951208982602
62,2.3877370025101072,0.46258546223699215,0.6590318092530651,,0.29233788613055367,0.0014154035132278864,0.8121093511581421,5.4833984375,4.4990234375,7949.6142578125,55.31040234375,5.484375,9.78714892856143,0.04576727735741764,4.734320285771588e-06,7949.6142578125,,865.3320316751488,3.662398569053039,10329.421418122894
63,2.446430468404234,0.4821484446862039,0.6995546956077305,,0.30226059945380257,0.001447218262228489,0.7754882574081421,6.1328125,5.189453125,8651.546875,62.121496093750004,6.134765625,9.327063664893846,0.046104261821227864,4.82038845643652e-06,8651.546875,,874.8009566888213,2.948240039171651,11110.188837093265
64,2.399461476684677,0.46649309407624057,0.632419602943628,,0.26440883207669685,0.0013292637084560965,0.833789050579071,6.0908203125,5.13671875,8549.4677734375,58.864322265625,6.091796875,8.194965275114276,0.04544964388848513,1.3718346038714989e-05,8549.4677734375,,868.5509844869375,3.2147082681767642,11051.241807751207
65,2.3902787397584255,0.4634343799897756,0.6984456978461822,,0.30365402051575074,0.0015345676917064566,0.7946288585662842,6.244140625,5.279296875,7593.83984375,53.213443359375,6.24609375,8.761354284887535,0.046873936185105096,3.0780523431054034e-05,7593.83984375,,929.3264141881373,4.182162592187524,9940.822899599805
66,2.4253638677489873,0.4751279811730306,0.665712221962167,,0.285072970875035,0.0014322611920416506,0.8076171278953552,6.6845703125,5.7578125,8426.12109375,60.98838671875,6.6875,8.320056977469866,0.046722796831069995,4.669496937455111e-05,8426.12109375,,924.4362556501292,4.161674418952316,11090.615771633693
67,2.503800033364611,0.5012718202657235,0.6131672129813523,,0.27085056834948773,0.0014502081014384771,0.8530272841453552,5.8857421875,4.919921875,7518.14453125,50.9896015625,5.888671875,7.533054317375909,0.05525582686200787,2.3853847110649903e-05,7518.14453125,,856.9982892991975,2.1113386370707303,10001.69125781967
68,2.3975523709869453,0.4658608694549947,0.6425986374379136,,0.2830975685046724,0.001424716124972747,0.8065429925918579,5.8369140625,4.8671875,6986.4541015625,45.962705078125,5.8369140625,7.950804645017085,0.04589908868352071,1.5197627450485117e-05,6986.4541015625,,827.8910680850968,2.546077586011961,9595.994095855616
69,2.485179833163725,0.4950651185577032,0.7048490774686798,,0.3083526211685239,0.0015020380589696458,0.7886718511581421,6.158203125,5.193359375,7365.6845703125,50.7296533203125,6.1611328125,8.454033144318887,0.0468279131110439,6.314334520761767e-05,7365.6845703125,,832.5048781940714,4.198277003131807,10058.579544409693
70,2.4003009658862973,0.4667747354230142,0.6140924764604279,0.8208333253860474,0.2620344316990213,0.001353096444846713,0.8787108659744263,6.39453125,5.4189453125,8060.3798828125,56.1148095703125,6.3955078125,9.383195470896048,0.047320369873736716,2.998682505689997e-05,8060.3798828125,178.66568488487974,1167.3259792551398,4.379109337925911,10819.78526874432
71,2.342910281588817,0.4476451721406983,0.6661288273189712,,0.2839109545197971,0.0014027635396836047,0.8575195074081421,6.9453125,5.9951171875,9155.1669921875,67.553677734375,6.9462890625,7.837175655880928,0.050471365336735796,5.7497839879179945e-05,9155.1669921875,,864.8545574028976,3.0570305781438947,11899.984480209805
72,2.465770044199534,0.4885954267955947,0.6334122503021717,,0.2751270535218282,0.0013886896592918418,0.8046875,6.5908203125,5.630859375,8303.2685546875,57.1839345703125,6.591796875,7.397016019734187,0.0448064701326954,2.140888499532483e-05,8303.2685546875,,862.9340957161039,4.32527454290539,10890.85550950286
73,2.436839416488274,0.4789529007877961,0.6443619578021753,,0.2764244836016587,0.0014161769103893107,0.83740234375,6.693359375,5.7548828125,7656.072265625,51.6456083984375,6.6962890625,9.347994680166634,0.0477503880012101,2.2497812793937262e-05,7656.072265625,,853.0298473290168,3.013764359988272,10175.767117823447
74,2.3901101586021776,0.46337631404418067,0.6474272463965463,,0.2798423188251036,0.0014102846582630946,0.8106445074081421,6.5107421875,5.5439453125,8770.771484375,63.12361328125,6.515625,8.95598834804678,0.048130185634752125,0.00016544507972598695,8770.771484375,,864.8159521950874,3.353215934941545,11435.13150820092
75,2.4306302089906486,0.4768845050819466,0.6831789154066428,,0.2988949497505473,0.0015602497767286394,0.8078124523162842,6.5810546875,5.626953125,8483.478515625,61.18419140625,6.5859375,8.791236412794381,0.047513942346065464,5.028834365346465e-05,8483.478515625,,921.1212458980735,3.9845533771440387,11236.247604870721
76,2.3183602991265855,0.43946497649784677,0.6579796341084148,,0.28868551453933833,0.0015111220161081462,0.8121093511581421,6.669921875,5.7080078125,8354.5849609375,60.9807001953125,6.673828125,9.634169761857645,0.04875313463897505,8.53349911660092e-05,8354.5849609375,,851.5047111578751,2.9559595119208097,11092.15043001854
77,2.410514189233627,0.47017794426924464,0.6644674532471981,,0.2900101812756475,0.0014955340352855728,0.7852538824081421,7.0546875,6.109375,9411.1533203125,70.559232421875,7.0595703125,8.67554024536637,0.047801332655662804,2.045297243773058e-05,9411.1533203125,,871.0340213000309,3.553357272874564,12142.061766061632
78,2.4076384458176063,0.4692249162328631,0.6818068917509663,,0.30000684296055624,0.001612218511304775,0.8165038824081421,7.21484375,6.267578125,8741.5634765625,65.1005390625,7.2197265625,8.497816591785309,0.0481904103354858,1.3210579497071e-05,8741.5634765625,,865.0318684719969,3.2407187789212912,11371.471248205082
79,2.3889557543532285,0.46299430359408683,0.6685938364807953,,0.28685122849128675,0.0015776256648400988,0.783203125,7.3583984375,6.4130859375,9054.42578125,65.416623046875,7.36328125,8.8527989124832,0.048340851842973535,6.849298716356113e-05,9054.42578125,,932.1162681330461,3.4110146712046117,11918.858186587315
80,2.419782491330166,0.47326853885787457,0.6572394169088511,0.8229166865348816,0.2888755722810856,0.0016366533793643612,0.8097655773162842,7.5263671875,6.591796875,9281.2236328125,69.6633759765625,7.529296875,8.221342166216171,0.05577353048898729,1.2367013398888123e-05,9281.2236328125,196.16058923420496,1209.7397845559753,2.4859859838616103,12012.775219914853
81,2.2721674372209937,0.42407153444538714,0.6653719796813675,,0.2938516683502712,0.0014984704443676833,0.8335937261581421,7.8134765625,6.8828125,8970.9599609375,66.1830009765625,7.81640625,7.69912364446601,0.05214904767827693,7.586023957049175e-05,8970.9599609375,,868.5634126760997,3.799780697096139,11670.186559230488
82,2.3885866297000247,0.46287361218718465,0.6783892107305292,,0.2913244976934948,0.0014424789589924103,0.7806640863418579,8.013671875,7.0966796875,9432.634765625,68.7726611328125,8.0205078125,8.251567367404022,0.051300491576070376,4.869477107311639e-05,9432.634765625,,876.2050014010165,3.9533446999266744,12202.026772733541
83,2.371922811109269,0.4573183236165521,0.6711541290915193,,0.28687700704722374,0.0014689069206852423,0.8189452886581421,8.927734375,8.0458984375,9836.2421875,77.4504228515625,8.9384765625,8.935072357420303,0.05018605923408031,1.0978686778303019e-05,9836.2421875,,878.0233359669801,3.813275079941377,12731.563871633867
84,2.413442038163721,0.4711550624694303,0.6664375871605444,,0.2920410120491397,0.0014368891023188723,0.8145507574081421,8.6533203125,7.7607421875,10129.8427734375,81.1971748046875,8.6611328125,7.9253718339696855,0.051570507982967737,1.8385968581994802e-05,10129.8427734375,,880.1732963530812,3.778781769797206,12964.593102533297
85,2.400423109059283,0.46681289004139104,0.6509402155752468,,0.2823699132532056,0.0014686984446043994,0.8026366829872131,8.8994140625,8.044921875,9606.240234375,74.6783671875,8.9052734375,8.515530126689587,0.05049553352389669,2.732402112162555e-05,9606.240234375,,946.1625188540202,4.1728092222474515,12349.799113880743
86,2.3334842433094742,0.44451085159149084,0.6890400045385832,,0.3053949015877606,0.001547388832356944,0.8036133050918579,8.482421875,7.5869140625,9750.923828125,75.9422734375,8.4873046875,7.199783032188252,0.049024798915409604,4.953410116052816e-06,9750.923828125,,872.1060035969131,3.6961216151248664,12596.86925649072
87,2.4009609421400713,0.46699417111143443,0.6526990548009053,,0.2843760051064237,0.0015610103199605874,0.7811523079872131,8.9033203125,8.0390625,9038.4560546875,67.9931220703125,8.9072265625,7.218727119100165,0.048975846742433465,1.8001675844985203e-05,9038.4560546875,,873.0490949349478,3.8056724439375103,11742.550387975863
